@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
-0.25,0.3,0.12,0.32,-0.22,0.28,-0.14,0.23,0.49,-0.04,0.03,0.04,0.01,-0.1,-0.34,0.3,0.1,0.21,0.29,-0.04,0.26,0.21,0.1,0.11,0.26,0.19,-0.23,0.16235,0.32,-0.04,-0.09,0.07,-0.123039,0.00377778,0.08,-0.1,0.2,0.54,-0.07,0.7,0.65,0.86,0.76,1.51,1.34,0.99,1.58,0.16,0.08,0.63,1.27,1.43,1.34,-0.47,0.75,0.31,0.07,0.5,-0.03,-0.27,-0.03,-0.43,-0.51,-0.03,0.21,0.67,0.04,-0.1,-0.07,0.32,-0.1,0.1,-0.12,0.25,0.28,0.2,0.07,0.95,0.06,R.12.01.01
0.1,0.56,0.39,-0.58,-0.29,-0.34,-0.2,-0.42,-0.29,-0.27,-0.25,-0.49,-0.25,-0.92,-0.3,-0.67,-0.09,-0.67,1.51,0.04,-0.12,-0.67,-0.71,-0.62,-0.79,-0.42,-0.3,-0.69,-0.06,0.01,0.23,-0.1,-0.1,-0.32,-0.25,-0.17,-0.12,-0.32,0.01,-0.04,-0.01,-0.06,0.15,-0.17,0.95,1.06,1.45,-0.15,-0.29,0.18,1.82,1.8,1.77,-0.23,1.53,0.83,-0.49,-0.81,-0.29,1.06,0.67,-0.38,-0.25,-0.07,0.23,1.04,0.7,0.93,-0.3,0.99,0.19,-0.4,-0.06,0.23,0.23,0.5,1.02,2.48,1.14,R.12.01.01
0.11,-0.2,-0.01,-0.09,-0.27,0.34,0.06,-0.03,-0.1,-0.22,-0.15,-0.4,-0.27,-0.29,0.08,-0.23,0.16,0.01,1.21,-0.04,-0.32,-0.2,0.04,-0.34,-0.18,-0.03,-0.04,-0.4,-0.2,-0.06,0.07,-0.15,0.46,0.3,0.34,0.36,0.25,0.2,0.43,0.23,0.4,0.51,0.36,0.15,0.95,0.69,1.01,-0.32,-0.81,-0.76,0.85,0.94,0.9,0.25,1.4,1.61,-0.58,-0.04,-0.22,-0.15,-0.27,-0.38,-0.49,-0.58,0.1,0.28,-0.25,0.21,-0.06,-0.15,-0.79,-0.12,0.06,0.07,0.07,-0.34,0.25,1.73,0.72,R.14.04
-0.69,-0.29,-0.2,-0.04,-0.36,0.21,0.65,-0.216774,-0.51,0.08,-0.06,0.36,-0.32,-0.4,-0.43,-0.06,-0.36,-0.34,-0.1,-0.36,0.33,0.04,-0.06,-0.12,-0.23,0.19,-0.14,0.1,0.01,-0.01,-0.03,0.04,0.21,0.25,0.06,-0.27,-0.54,-0.38,-0.18,0.01,0.39,-0.67,-0.18,-0.22,-0.94,-0.04,-0.32,0.01,0.06,0.4,-0.293,0.19,0.85,-0.15,0.45,0.52,0.73,0.56,-0.47,-0.23,-0.38,-0.01,-0.03,0.43,-0.09,0.1,-0.17,-0.1,-0.4,0.43,-0.14,0.18,0.11,-0.25,-0.27,-0.38,-0.42,-0.25,-0.38,R.11.02.03.01
-0.29,1.1,-0.2,-0.06,-0.42,0.44,0.32,0.7,0.42,0.06,0.03,-0.14,-0.18,-0.3,-0.29,0.1,0.18,0.29,-0.25,0.61,0.1,-0.43,0.23,0.14,0.32,-0.34,-0.34,-0.12,0.31,-0.25,-0.58,-0.3,-0.49,-0.12,0.4,0.81,0.51,-0.17,-0.1,0.3,0.71,0.19,0.12,0.11,0.19,0.07,0.23,0.29,0.69,0.11,0.9,0.88,1.07,0.45,0.49,0.58,0.75,0.54,-0.58,-0.69,-0.34,-0.56,-0.36,-0.12,-0.62,-0.56,-0.89,-0.54,-0.38,0.15,-0.03,-0.23,-0.04,-0.03,0.18,-0.42,-0.51,0.1,-0.74,R.32.01.01
-0.14,0.25,-0.130435,0.2,-0.01,0.23,-0.23,0.19,0.19,-0.18,0.19,0.25,0.26,-0.07,0.01,0.19,0.12,0.04,0.5,0.08,0.16,0.24,0.4,0.32,0.18,-0.17,-0.38,-0.3,0.3,-0.32,-0.23,-0.09,0.16,0.28,0.15,-0.1,-0.22,-0.09,0.16,0.25,0.4,-0.17,-0.14,0.63,0.33,-0.03,0.44,0.15,0.67,0.82,0.58,0.89,1,-0.01,0.04,0.1,1.05,0.76,-0.27,-0.62,-0.38,-0.3,-1.22,-0.12,-0.23,0.63,-0.89,-0.56,0.48,0.58,0.72,0.61,0.3,0.11,0.15,-0.23,-0.47,0.03,-0.51,R.11.04.03.01
-0.32,-1.18,-0.67,-0.4,-0.49,0.07,-0.25,-0.49,-0.17,-0.15,-0.58,-0.22,-0.36,-0.71,-0.86,-0.49,-0.42,-0.14,-0.29,-0.04,-0.22,0.06,0.16,-0.12,-0.58,-0.14,-0.3,-0.32,-0.03,-0.12,-0.67,-0.0988889,-0.17,-0.47,-0.03,-0.03,-0.54,-0.03,-1.25,-0.09,-0.04,-0.15,-0.43,0.75,-0.3,-0.12,-0.22,-0.09,-0.03,0.11,0.98,0.68,0.9,-0.23,0.56,-0.34,0.41,0.62,-0.01,-0.22,0.29,0.08,-0.23,0.34,-0.71,0.08,-0.6,0.04,-0.32,0.53,0.2,0.06,-0.09,-0.22,-0.04,0.06,0.18,0.26,-0.38,R.14.10
-0.45,0.07,-0.03,0.26,-0.32,0.54,-0.36,0.01,-0.138421,0.37,0.16,0.12,-0.06,0.01,-0.1,0.32,0.08,0.14,0.28,0.11,-0.22,0.46,0.14,0.33,0.15,0.1,0.11,0.32,0.25,-0.12,-0.04,0.23,-1.18,-0.38,0.04,0.03,-0.92,0.12,-0.32,1.43,-0.4,-0.89,-0.64,0.36,-0.56,-0.43,-1.43,0.21,0.78,0.96,1.06,0.78,1.16,-0.09,0.32,0.04,1.17,1.48,-0.25,-0.17,-0.23,-0.07,-0.27,0.44,-0.04,-0.12,0.16,0.26,-0.27,0.217619,0.21,0.91,-0.14,0.24,0.06,-0.38,-0.67,0.06,-0.45,R.34.11.03.07
0.1,-0.25,0.01,-0.09,0.03,0.01,-0.17,0.18,0.41,-0.03,0.45,0.4,-0.6,-0.1,0.07,0.4,-0.14,-0.15,-0.79,-0.29,-0.23,0.34,-0.04,0.1,0.07,-0.055,-0.25,-0.14,-0.06,-0.43,-0.4,-0.1,0.14,0.19,-0.25,-0.18,-0.84,-0.54,-0.29,0.36,0.36,-1.03,-0.81,0.46,-0.86,0.06,-0.92,0.14,-0.43,0.2,0.88,0.75,0.73,-0.84,0.63,0.3,-0.23,-0.01,-0.09,-0.32,-0.04,0.21,-0.12,0.06,-0.43,-0.3,-0.27,-0.36,-0.09,-0.01,-0.07,0.62,0.32,0.16,0.24,-0.49,-0.42,-0.22,-0.34,R.11.06.02
-0.23,-0.92,-0.56,-0.67,-0.47,-0.22,0.07,0.31,-0.27,-0.17,-0.45,-0.1,-0.3,0.15,-0.32,-0.12,0.26,0.16,-0.79,-0.47,-0.54,-0.06,-0.06,0.08,-0.4,-0.42,-0.29,-0.14,-0.45,-0.4,-0.27,-0.42,-0.67,0.51,-0.34,-0.22,-0.36,-0.01,-0.27,-0.03,-0.22,-0.22,-0.71,0.32,-0.64,-0.4,-0.64,-0.07,-0.16,-0.159687,-0.293,0.01,-0.09,-0.42,-0.4,-0.3,1.05,1.41,-0.12,-0.29,-0.14,1.03,-0.1,0.11,-0.43,-0.58,-0.54,-0.56,0.14,0.38,0.48,1.53,0.14,0.06,0.01,-0.62,-0.51,0.04,-0.34,R.11.02.03.01
-0.58,-0.23,-0.84,-0.27,-0.09,0.11,-0.17,0.08,0.37,-0.12,0.11,-0.07,-0.04,0.18,0.32,0.54,-0.15,0.11,-0.04,0.18,0.2,0.36,0.11,0.29,0.23,0.2,0.33,0.2,0.01,0.24,0.32,0.11,-0.2,-0.07,-0.22,0.01,-0.6,-0.43,-0.34,0.55,0.41,-0.56,-0.4,0.25,-0.79,-0.79,-0.79,-0.03,0.34,0.77,0.5,0.34,0.62,-0.62,-0.36,-0.38,1.2,1.12,0.34,-0.34,-0.34,0.49,-0.12,0.4,-0.62,-0.69,-0.69,-0.64,0.12,0.16,0.57,0.92,0.08,-0.04,-0.18,-0.38,-0.4,-0.67,-0.74,R.43.01.03.05
-0.2,-0.17,-0.15,-0.34,-0.29,-0.36,0.07,-0.25,0.04,-0.1,0.03,-0.62,-0.15,-0.36,-0.03,-0.07,-0.36,-0.25,0.07,-0.03,-0.17,0.44,0.12,-0.04,0.3,-0.09,0.11,-0.22,-0.42,0.21,-0.3,0.38,-0.43,0.11,-0.04,0.12,-0.76,0.38,0.15,-0.06,-0.04,0.14,-0.07,0.15,-0.43,-0.34,-0.38,-0.06,0.03,-0.03,0.71,0.8,0.58,-0.29,0.98,0.29,0.08,0.24,0.39,0.14,0.42,0.89,-0.09,0.74,-1,-0.86,-0.49,-0.43,0.38,0.69,1.36,0.74,0.03,-0.1,-0.62,-1.15,-0.62,-1.12,-0.4,R.16.03.03
-0.18,-0.12,-0.22,0.03,-0.09,0.16,-0.03,0.15,0.29,-0.29,0.48,-0.12,-0.15,-0.25,0.33,0.6,-0.29,-0.23,0.04,-0.07,-0.06,0.29,-0.12,0.07,0.24,-0.03,-0.06,0.14,-0.15,-0.07,-0.18,0.06,-0.04,-0.15,0.46,-0.47,-0.71,-0.32,-0.25,0.14,0.3,-0.94,-0.56,-0.1,-1.29,-0.27,-0.89,-0.1,0.48,0.33,1.16,0.99,0.83,0.04,0.52,0.36,0.25,-0.04,0.24,-0.27,-0.32,0.73,-0.07,0.93,-0.49,-0.36,-0.64,-0.76,0.4,0.28,0.82,0.98,-0.03,-0.07,-0.2,-0.51,-0.62,-0.56,-0.42,R.11.02.03.04
-0.38,-0.36,-0.56,-0.43,-0.29,-0.29,-0.12,-0.4,-0.09,0.28,-0.25,-0.32,-0.18,-0.45,-0.42,-0.09,-0.38,-0.17,-0.45,-0.06,0.06,0.31,-0.03,-0.18,-0.14,0.43,-0.09,0.15,-0.12,0.04,0.23,0.03,-0.04,-0.22,-0.25,-0.15,-0.06,0.08,-0.12,-0.38,-0.17,-0.12,-0.27,0.1,-0.25,-0.45,-0.58,-0.36,0.06,0.56,0.98,0.61,0.81,-0.54,0.26,-0.25,-0.12,0.53,-0.04,0.12,0.26,0.32,-0.27,0.59,-0.6,-0.4,-1.15,-0.86,0.31,0.58,0.85,0.71,-0.25,-0.04,-0.01,-0.36,-0.36,-0.76,-0.69,R.16.19.03
0.21,0.12,0.32,0.82,-0.04,-0.27,-0.0831387,-0.06,-0.1,0.08,-0.117636,-0.131745,0.04,-0.09,-0.1,-0.18,-0.09,0.04,-0.22,-0.25,-0.3,-0.38,-0.04,-0.17,-0.36,-0.04,0.01,-0.4,-0.2,-0.38,-0.84,-0.09,0.31,-0.22,0.11,-0.03,-0.22,-0.32,-0.07,-0.06,-0.04,-0.34,-0.54,-0.18,-0.32,-0.4,-0.38,0.07,-0.0762409,0.54,1.04,0.58,0.86,-0.81,0.41,0.1,0.81,0.63,0.19,-0.17,0.25,0.4,-0.42,1.74,-0.56,-0.4,-1.4,-1.06,-0.18,0.78,0.99,0.64,-0.3,-0.29,-0.12,-0.38,-0.69,-0.54,-0.84,R.11.02.03.04
-0.06,0.14,0.37,0.6,0.01,-0.2,0.06,0.04,0.14,0.01,0.48,-0.03,-0.04,-0.38,0.74,0.03,-0.36,0.26,0.01,-0.51,-0.27,0.07,-0.17,-0.67,-1.22,-0.64,-0.49,-0.01,-0.74,-0.69,-0.69,-0.43,0.11,-0.12,-0.42,-0.71,-0.43,-0.17,-0.0660494,0.58,-0.6,-1.22,-0.76,0.14,-1.09,-0.64,-1.09,-0.29,0.38,0.83,1.71,1.61,1.42,-0.71,0.57,0.08,0.86,1.16,0.63,-0.06,0.45,0.71,-0.89,0.34,-1.12,-0.36,-2.06,-0.43,0.51,0.89,1.28,0.59,-0.06,0.1,-0.18,-0.27,-0.36,-0.42,-0.25,R.43.01.03.05
0.19,0.58,0.48,0.53,0.19,-0.23,-0.04,0.44,0.15,-0.09,1,-0.36,0.19,0.5,0.93,0.23,-0.17,0.44,0.16,-0.64,0.38,-0.10337,-0.38,-0.58,-0.6,-0.6,-0.17,-0.23,-0.51,-0.84,-1.03,-0.36,-0.47,-0.49,0.23,-0.12,-0.22,-0.01,-0.29,-0.07,-0.01,-0.01,-0.47,-0.03,-0.27,-0.2,-0.56,-0.12,0.7,0.69,0.99,0.89,0.49,-0.01,0.3,-0.07,0.78,0.82,-0.01,-0.172509,0.32,0.39,-0.3,0.83,-0.74,-0.74,-0.69,-1.12,0.28,0.52,0.69,0.31,0.07,0.1,0.33,-0.25,-0.07,0.26,-0.27,R.11.02.03.04
-0.43,-0.74,-0.32,-0.34,-0.1,0.18,-0.22,-0.17,-0.07,-0.29,0.08,-0.18,-0.3,-0.25,0.38,0.08,-0.127459,-0.25,-0.62,-0.58,-0.6,-0.07,-0.49,-0.71,-0.6,-0.56,-0.12,-0.14,-0.49,-0.03,-0.34,-0.25,0.08,-0.141639,-0.18,-0.09,0.07,0.23,0.01,-0.22,-0.07,-0.22,-0.25,-0.71,-0.27,-0.38,-0.36,-0.4,-0.15,0.48,1.12,0.88,0.85,-0.67,0.2,-0.299841,0.26,0.59,0.07,-0.18,-0.12,0.32,0.34,0.34,-0.79,-0.81,-0.81,-0.38,0.26,0.23,-0.14,0.44,-0.01,0.07,-0.06,-0.18,-0.03,-0.54,-0.69,R.14.04
-0.15,0.11,-0.22,-0.54,-0.64,-0.1,-0.4,-0.14,-0.38,0.1,-0.54,-0.4,-0.3,-0.2,-0.97,-0.34,-0.25,-0.09,0.9,-0.12,-0.3,0.06,-0.04,-0.27,0.12,-0.29,-0.56,-0.42,0.04,-0.06,-0.56,0.01,0.26,0.25,-0.32,-0.14,0.03,0.04,0.1,0.07,0.0128395,-0.4,-0.27,0.01,-0.27,-0.04,-0.38,-0.14,0.03,0.39,1.29,1.25,1.19,-0.79,0.53,0.28,0.12,0.18,-0.25,0.5,0.26,0.57,0.4,0.44,-0.43,-0.36,-0.54,-0.04,-0.27,0.59,-0.25,-0.4,-0.38,-0.38,-0.14,-0.51,-0.58,0.32,-0.12,R.42.01
-0.23,-0.27,-0.06,-0.38,-0.3,-0.23,0.0426667,-0.23,-0.07,-0.12,-0.49,-0.03,-0.2,0.26,-0.74,-0.06,-0.42,-0.23,-0.79,-0.51,-0.09,-0.15,-0.29,-0.38,-0.45,-0.3,-0.3,-0.38,-0.14,-0.4,-1.22,-0.22,-0.32,0.08,-0.0709302,-0.42,-0.69,-0.32,-0.64,0.61,-0.27,-1.32,-0.67,0.19,-1.15,-0.76,-1.36,-0.45,-0.56,0.15,1.04,0.29,0.81,-1.25,0.15,1.2,0.45,1.32,0.19,0.41,0.06,0.36,0.31,0.77,-0.62,-0.22,-0.64,-0.6,-0.23,0.58,0.11,0.72,-0.42,-0.69,-0.56,-0.43,-0.94,0.172889,-0.58,R.01.07.01
-0.36,-0.79,-0.29,-0.42,-0.22,-0.69,-0.34,-0.42,-0.23,-0.15,-0.25,-0.09,-0.09,-0.56,-0.07,-0.27,-0.22,-0.42,-0.15,-0.01,-0.14,0.24,-0.2,-0.3,-0.07,0.3,0.06,0.23,-0.25,0.08,-0.67,0.23,-0.32,-0.07,0.36,-0.32,-0.69,-0.43,-0.56,0.07,0.57,-0.23,-0.38,0.61,-0.34,-0.51,-0.54,-0.01,0.2,0.48,1.31,1.16,0.97,-0.71,0.54,0.41,0.7,0.86,-0.2,-0.17,0.15,0.45,0.31,0.44,-0.12,-0.42,-0.18,-0.15,0.5,0.71,-0.09,0.5,-0.32,-0.25,0.39,-0.03,-0.22,0.43,0.25,R.11.02.03.01
-1.09,-0.212509,-0.56,-0.25,-0.47,-0.49,-0.49,-0.74,-0.47,-0.06,-0.6,-0.42,-0.06,-0.2,-1.09,-0.49,-0.69,-0.15,-0.43,-0.1,-0.18,-0.4,-0.25,-0.51,-0.64,-0.6,-0.64,-0.56,-0.49,-0.6,-1.22,-0.51,-0.69,0.03,-0.49,-0.38,-1,-0.43,-0.64,0.21,-0.25,-0.76,-0.43,0.52,-0.94,-0.43,-0.69,-0.205725,0.48,0.87,1.8,1.04,1.7,-0.04,0.52,0.34,1.33,1.63,-0.1,-0.06,0.24,0.48,0.28,0.16,-0.22,0.29,-0.58,0.15,-0.47,0.24,-0.23,-0.51,-0.25,-0.42,0.16,0.08,-0.34,1.03,0.39,R.11.02.03.04
-0.64,-0.58,-0.36,-0.89,-0.79,-0.01,-0.15,0.15,-0.34,0.04,-0.76,-0.06,-0.17,-0.36,-0.97,0.16,-0.43,0.03,-0.58,-0.18,-0.18,-0.01,0.03,-0.06,0.16,0.18,-0.126111,0.03,-0.01,0.07,-0.42,0.32,-0.03,0.36,-0.14,-0.09,0.04,-0.43,-0.25,0.7,1.25,-0.341667,-0.49,-0.12,-1,-0.51,-1.32,0.37,0.58,0.37,1.5,1.54,1.43,-0.49,0.82,0.33,0.65,1.29,0.31,-0.15,0.21,0.44,0.01,0.36,0.3,0.24,-0.01,-0.29,-0.36,0.01,-0.18,0.31,-0.29,0.24,0.12,-0.14,-0.36,-0.15,-0.09,R.01.05.25
-0.17,-0.58,-0.94,-1.15,-0.67,-0.84,-0.47,-0.62,-0.3,-0.01,-0.47,-0.45,-0.25,-0.79,-1.12,-0.6,-0.76,-0.49,-0.64,-0.6,-0.34,0.07,-0.03,-0.69,-0.45,-0.17,-0.36,-0.47,-0.38,-0.23,-0.27,-0.34,0.37,-0.12,-0.34,0.28,-0.34,-0.17,-0.45,0.25,0.41,0.57,0.33,0.85,-0.2,0.08,0.45,0.16,0.78,1.37,1.74,1.97,1.7,-0.58,0.3,-0.09,1.24,2.33,-0.32,-1.43,0.1,0.07,-1.06,0.58,-0.42,0.28,-0.62,-0.81,-0.208214,0.58,0.37,-0.56,-0.29,-0.1,0.39,-0.3,-0.54,0.44,-0.1,R.11.04.01
-0.17,-0.29,-0.04,-0.1,0.18,0.11,0.14,-0.14,-0.03,0.08,-0.23,0.01,-0.04,-0.15,-0.09,-0.09,0.16,0.37,-0.62,-0.42,-0.47,-0.38,-0.3,-0.56,-0.15,0.07,0.1,0.06,-0.43,0.08,0.08,0.06,0.28,0.08,0.39,-0.17,0.12,-0.15,-0.27,-0.25,-0.09,-0.22,-0.25,-0.69,-0.4,-0.51,-0.58,-0.43,0.42,0.72,1.37,0.72,0.67,-0.51,0.21,-0.09,0.67,0.99,-0.14,-0.1,-0.49,0.19,0.25,0.82,0.1,-0.67,-0.36,-0.58,-0.56,-0.18,-0.76,-0.22,-0.15,0.04,0.18,-0.18,-0.23,0.3,-0.07,R.20.09.18
-0.01,1.6,0.2,-0.38,-0.07,0.11,0.67,0.25,0.36,-0.15,-0.51,-0.17,-0.01,-0.51,0.32,-0.43,0.08,0.06,-0.64,-0.4,-0.42,-0.15,-0.12,-0.36,-0.3,-0.49,-0.3,-0.6,-0.32,-0.54,-0.74,-0.84,-0.74,-0.01,0.83,0.75,-0.92,-1.36,-0.84,0.25,-0.74,-1.12,-1.43,-0.15,-1.51,-1.15,-0.89,-0.17,0.58,1.55,3.26,1.61,2.8,-1.03,1.53,0.86,0.03,0.7,0.1,-0.79,0.28,0.37,-0.04,0.71,-0.56,-0.15,-0.86,-0.49,0.18,0.51,0.32,0.24,-1.12,-1,-0.42,-1.03,-0.89,0.44,0.24,R.20.03
-0.23,-0.04,-0.25,-0.18,-0.12,-0.43,-0.06,-0.56,-0.18,-0.45,-0.36,-0.25,0.07,-0.45,-0.25,-0.25,-0.71,-0.36,-0.56,-0.58,-0.45,0.01,-0.2,-0.32,-0.38,-0.3,-0.09,0.1,-0.2,-0.04776,-0.04,-0.23,-0.74,-0.1,-0.03,-0.1,-0.2,-0.36,-0.34,-0.49,-0.18,-0.09,-0.25,-0.2,-0.17,-0.45,-0.25,-0.12,0.14,0.95,1.4,1.32,1.17,-1.15,0.49,0.14,-0.22,0.31,-0.15,-0.29,-0.4,-0.47,-0.47,-0.22,-0.1,0.19,-0.1,-0.4,-0.54,0.5,-0.04,-0.04,0.15,0.23,0.33,-0.17,-0.2,0.19,-0.22,R.14.04
-0.04,-0.34,-0.139508,0.03,-0.18,-0.09,0.26,-0.06,0.04,-0.15,0.11,-0.18,-0.0798387,-0.2,0.01,-0.12,-0.17,-0.17,-0.4,-0.14,-0.56,-0.47,-0.29,-0.45,-0.42,-0.29,0.07,-0.101774,-0.3,-0.09,-0.18,-0.36,-0.71,-0.34,-0.159677,0.03,-0.06,0.28,0.15,-0.04,-0.06,-0.07,-0.1,-0.1,0.04,-0.114597,0.14,-0.25,0.31,0.82,1.45,1.2,0.99,-0.25,0.82,0.53,0.44,0.63,-0.67,-0.42,-0.07,-0.56,-0.3,0.01,0.11,-0.04,-0.15,-0.42,-0.2,0.45,-0.54,-0.56,-0.12,-0.22,-0.09,-0.17,0.31,-0.03,-0.26648,R.14.04
0.01,-0.32,-0.03,-0.03,-0.17,-0.03,0.31,0.31,0.31,-0.06,-0.06,-0.22,0.16,-0.49,0.15,-0.3,-0.54,-0.12,0.39,0.16,-0.27,0.12,0.1,-0.14,0.08,-0.81,0.08,-0.04,0.21,0.14,-0.132742,0.08,0.06,0.08,0.12,0.25,0.12,-0.09,-0.09,-0.01,0.08,0.14,0.28,-0.18,-0.140714,0.29,0.48,-0.3,0.25,0.71,1.48,1.03,0.98,-0.12,0.48,0.12,0.74,1.37,-0.32,-0.67,-0.49,-0.92,-0.51,-0.45,0.08,0.2,0.19,0.25,-0.62,-0.29,-0.54,-0.38,0.07,0.23,0.14,0.12,-0.18168,0.24,-0.62,R.14.04
-0.38,-0.07,-0.38,-0.06,-0.34,0.1,-0.1,-0.3,-0.2,0.16,-0.47,0.16,-0.22,-0.27,-0.3,-0.14,0.08,-0.22,-0.03,0.15,0.11,0.1,0.07,0.12,0.28,0.21,0.01,0.14,0.32,-0.03,-0.04,0.19,0.08,0.24,0.38,0.29,0.18,0.03,-0.03,0.06,0.42,0.37,0.21,0.79,0.26,0.26,0.53,-0.18,0.77,0.85,1.26,0.48,1.1,-0.18,0.01,-0.14,1.23,0.93,-0.23,-0.3,-0.17,-0.51,-0.18,-0.38,-0.09,-0.36,-0.15,-0.04,-0.51,0.16,-0.56,-0.58,0.04,-0.22,-0.17,-0.07,-0.22,0.4,-0.42,R.11.02.03.04
