@relation 'cellcycle0.names'

@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}
@data
0.21,-0.34,-0.45,-0.01,-0.01,-0.7,-0.34,-0.45,-0.25,0,0.29,0.41,-0.05,0.05,-0.23,0.12,-0.08,0.37,-0.1,0.1,0.48,0.38,0.12125,0.62,0.0864,-0.1,0.34,-0.24,0.39,0.1,0.07,-0.15,-0.1675,0.09,0.03,-0.1,0.13,-0.1,-0.05,-0.59,0.34,0.44,0.09,-0.53,-0.28,-0.53,0.02,0.24,-0.23,-0.18,0.39,-0.13,0.27,0.13,0,-0.1,-0.14,-0.13,-0.04,0.0664286,-0.02,0.07,-0.17,-0.46,-0.15,-0.21,0.27,0.27,0.41,-0.07,-0.09,0.04,0.19,-0.13,-0.07,0.06,-0.09,R.11.02.03.01
0.83,-0.76,-0.22,1.14,-0.26,-0.04,0.06,-0.2,-0.01,0.03,-0.01,-0.18,-0.18,0.41,-0.2,0.32,0.2,0.08,-0.04,0.4,-0.42,0.03,-0.85,-0.31,-0.54,-0.3,0.73,-0.68,0.42,-0.68,0.43,-0.11,0.32,-0.46,0.15,-0.25,0.79,-0.0747101,-0.06,-0.56,0.42,0.69,1.18,-0.21,-0.14,0.02,0.24,-0.65,-0.22,0.06,0.51,-0.12,-0.33,-0.11,0,0.32,0.23,0.23,0.16,0.0399099,-0.17,-0.21,0.04,-0.82,-0.17,-0.16,-0.11,-0.76,-0.54,-0.31,0.57,0.66,0.41,-0.16,0.52,0.66,0.21,R.01.05
0.36,-0.49,-0.1,0.21,-0.34,-0.27,-0.06,0.21,-0.48,0.29,0.15,0.33,-0.04,0.35,-0.46,0.24,0.13,-0.06,-0.67,0.47,-0.13,0.33,-0.293636,0.0954545,-0.0861905,-0.0954545,-0.0157143,-0.264762,-0.00136364,-0.0531818,0.0547619,0.068,-0.01,0.191,-0.0705,0.0731579,0.200476,-0.197619,0.0527778,-0.126364,0.77,0.0809524,0.283,-0.77,0.0328571,0.0652381,-0.25,-0.09,0.34,-0.01,0.16,-0.11,-0.22,0.02,-0.22,-0.09,-0.01,0.04,-0.02,-0.014,0.01,0.27,0.17,-0.53,-0.13,-0.2,0.04,0.08,-0.01,0.22,0.23,0.05,0.08,0.04,0.12,-0.36,0.37,R.01.05.25
0.29,-0.38,0.51,1.18,-0.32,-0.24,0.31,0.11,-0.67,-1.01,-0.56,0.13,0.33,1.08,0.61,0.69,0.14,-0.39,-0.67,0.22,-0.37,0.6,0.09,0.22,-0.5,-0.97,-0.47,-0.64,0.79,0.13,1,-0.05,0.33,-0.41,0.04,-0.5,0.22,-0.178919,0.13,-0.31,0.23,1.01,0.73,-0.27,-0.04,-0.79,-1.04,0.13,0.51,-0.44,-0.88,-0.32,0.21,0.95,1.07,0.47,0.38,0.01,-0.13,-0.78,-0.13,0.0170588,-0.0838235,-0.91,-0.6,0.09,0.34,0.17,0.21,0.29,0.28,0.11,0.31,0.13,0.25,-0.62,-0.05,R.16.19.03
-0.54,-0.29,-0.04,-0.27,0.17,-0.31,-0.22,-0.61,0.05,-0.18,0.19,0.16,0.15,-0.1,0.08,-0.02,-0.01,-0.01,0.08,0.46,-0.12,0.25,0.134063,0.304242,0.0381818,-0.19,0.62,-0.22,0.67,-0.31,0.22,-1.78,-0.03,-0.42,0.16,-0.01,0.24,-0.145152,0.33,-0.04,0.17,0.69,0.17,-0.28,-0.0930303,0.0606061,0.26,-0.3,-0.21,-0.17,0.57,-0.14,0.28,0.16,-0.22,0.18,-0.19,-0.06,-0.27,-0.11,0.26,-0.07,0.02,-0.01,-0.07,-0.26,1.18,0.01,-0.11,-0.18,0.11,0.03,-0.17,-0.17,0.11,-0.26,-0.2,R.11.04.03.01
-0.71,-0.07,0.04,0.21,0.1,-0.79,-0.69,-0.29,-0.31,-0.03,0.11,0.48,0.08,0.07,-0.23,0.07,-0.03,0.28,0.21,0.21,0.44,0.33,-0.309429,0.85,0.51,-0.09,0.1,0.13,0.54,0.05,-0.51,0.17,0.131111,0.19,-0.55,-0.29,-0.26,0.29,-0.24,0.1,-0.91,0.59,-0.89,0.02,-0.15,0.36,-0.35,-0.25,0.12,-0.25,0.33,-0.47,0.19,0.1,-0.24,0.56,-0.26,0.12,-0.22,0.21,0.0686486,-0.05,0.45,-0.73,0.02,0.04,0.59,0.72,0.74,0.19,0.02,-0.2,-0.14,0.18,-0.38,-0.6,-0.45,R.34.11.03.07
0.41,-0.56,-0.58,-0.29,0.15,0.03,-0.41,-0.05,0.06,-0.14,-0.02,0.19,-0.01,0,0.12,0.03,-0.19,-0.19,0.41,-0.02,0.07,-0.01,-0.403333,0.15,0.27,-0.01,0.56,-0.4,0.25,-0.42,0.06,-0.15,0.69,-0.25,0.4,-0.08,0.36,-0.67,0.37,-0.67,0.6,0.29,0.75,-0.69,-0.64,-0.78,-0.48,0.04,0.71,0.13,0.37,0.52,0.2,0.09,-0.34,-0.26,-0.03,0,0.29,0.145,-0.36,-0.28,-0.6,1.57,-0.52,0.04,0.05,0.15,0.22,0.12,-0.28,0.16,0.01,-0.2,-0.28,-0.47,-0.56,R.42.04.05
0.45,-0.32,-0.81,-0.12,-0.39,-0.58,1.08,1.21,0.52,-0.33,-0.58,-0.08,-1.02,0.51,0.11,0.34,0.39,0.1,-0.47,-0.05,-0.53,-0.24,0.305,1.7,1.5,-1.44,-0.62,-2.06,-0.255,-1.62,-0.2,0.31,1.22,1.48,0.87,1.44,0.09,-1.62,-0.13,-2.35,0.03,-0.13,0.65,0.45,0.5,0.23,-0.52,0.75,1.63,0.29,-0.06,-0.36,-0.5,-0.9,-0.65,0.86,1.06,0.59,0.16,-0.575,-0.54,-0.88,-0.94,-0.59,-0.72,-0.3,0.25,0.79,0.7,0.59,0.36,0.12,0.31,-0.2,-0.47,-0.59,-0.24,R.10.01.03.05
-0.45,0.32,-0.07,-1.69,0.07,-0.02,-0.01,-0.13,0.09,-0.32,0.07,-0.04,-0.13,-0.32,-0.01,0.06,0.1,0.01,0.21,0.28,-0.02,0.09,-0.0577124,-0.025414,-0.0236943,-0.31,0.53,-0.5,0.19,-0.56,0.33,-0.37,0.4,-0.03,0.64,-0.18,-0.08,-0.0485161,-0.15,-0.31,0.2,0.05,0.42,-0.26,0.0346154,0.0552201,0.21,-0.58,0.13,0.19,0.05,-0.45,0.3,-0.16,-0.13,0.2,0.12,0.11,0.0202516,0.01,0.5,-0.32,-0.16,-0.06,-0.17,-0.22,0.19,0.15,-0.27,-0.13,-0.02,0.17,0.04,-0.2,0.24,0.24,0.04,R.14.04
0.72,-0.94,0.75,-0.0897802,0.1,0.38,0.28,-0.0453933,-0.39,-0.0440449,0.12,0.1,-0.15,0.27,-0.14,0.01,-0.06,-0.32,0.0334444,0.35,-0.59,0.05,-0.0647126,0.0220225,-0.0563636,0.0380899,0.111978,-0.0462222,0.0549451,-0.0658889,0.0864045,-0.0208889,-0.0164835,0.0942857,0.0855435,-0.0246154,0.0887778,-0.0680952,0.0851136,-0.0897802,0.148444,-0.114835,0.191889,-0.131522,-0.156591,-0.159101,-0.02,-1.06,-1.55,-0.81,-0.14,-0.58,-0.03,0.24,0.14,0.47,0.35,0.4,0.75,0.69,1.15,0.000470588,0.0187059,-1.41,0.26,-6.22,0.93,0.51,0.51,0.32,0.88,0.92,0.92,0.19,0.97,0.53,0.71,R.42.01
-0.58,-0.18,0.2,0.01,0.06,-0.07,0.07,-0.27,-0.17,-0.48,-0.04,0.03,-0.01,0.06,0.27,0.25,-0.01,-0.19,0.18,0.28,-0.15,0.2,-0.00844961,0.0514885,-0.0166284,-0.0337354,-0.116275,-0.0932171,-0.0674409,-0.020814,-0.194783,0.0571984,-0.161535,0.0961111,-0.200866,0.0603516,-0.0293117,-0.0344574,-0.053125,0.00596899,0.0028629,0.175415,0.163586,0.158598,0.0944275,0.149015,0.26,-0.89,-0.3,-0.6,0.28,-0.49,0.04,0.07,-0.04,0.58,0.38,0.4,-0.00847656,-0.07,-0.08,-0.03,0.49,0.61,0.1,-0.01,0.13,-0.53,-0.48,-0.51,-0.04,0.1,0.04,-0.37,0.53,0.34,0.09,R.16.01
-0.56,0.08,-0.22,0.08,-0.16,-0.2,0.23,-0.09,-0.14,-0.28,0.15,-0.01,0.2,0.05,0.25,0.05,-0.05,-0.3,0,-0.05,0.38,-0.03,-0.0725984,-0.21,-0.23,-0.15,-0.5,0.02,-0.28,0.08,-0.5,0,-0.41,0.17,-0.5,0.04,-0.23,0.13,-0.7,0.19,-0.01,0.89,0.17,0.88,0.46,0.66,-0.14,-0.29,-0.52,-0.6,-0.06,-0.45,-0.01,-0.11,-0.1,0.84,0.4,0.29,-0.05,0.0317442,0.16,0.15,0.48,0.21,-0.19,-0.18,-0.53,-0.3,0,-0.45,0.28,0.21,-0.05,-0.05,0.38,0.36,0.3,R.43.01.03.05
-0.09,0.14,-0.69,-0.2,0.15,-0.07,-0.09,0,0.02,-0.46,-0.11,-0.14,-0.02,0.03,-0.03,0.41,0.13,0.11,0.1,0.03,-0.12,0.05,0.75,0.91,0.93,-0.44,-0.4,-0.4,0.07,-0.19,0.22,0.25,0.43,0.41,0.07,-0.69,-0.19,-0.24,-0.91,-0.98,-0.11,0.09,0.04,0.38,0,-0.02,-0.82,-0.18,0.45,-0.49,-0.4,0.05,0.19,-0.06,-0.08,0.62,0.34,0.25,0.06,0.0317442,-0.11,-0.24,0.41,-0.02,-0.27,-0.11,0.16,0.38,0.19,0.1,-0.33,0.11,0.27,-0.29,-0.02,-0.12,-0.04,R.43.01.03.05
0.54,0.32,-0.74,-0.06,-0.43,0.15,0.3,0.05,0.07,-0.02,0.33,0.26,-0.41,0.03,-0.4,0.03,0.05,0.2,-0.16,0.37,-0.31,-0.08,-0.09,0.07,0.49,0.48,0.64,0.23,0.12,-0.36,-0.28,-0.09,-0.42,0.23,-0.4,0.42,-0.13,0.35,0.06,-0.04,-0.14,-0.54,-0.2,-0.3,-0.06,-0.06,-0.86,-1.26,0.17,0.56,1.23,0.66,0.31,-0.34,-0.28,-1.46,-0.14,0.56,0.76,0.43,0.01,-0.01,-0.33,-0.31,-0.56,0.1,-0.06,-0.03,-0.14,0.32,0.24,0.66,0.65,-0.06,0.3,-1.27,0.14,R.10.03.01.01.11
-1.09,-0.15,0.04,-0.22,0.09,-0.1,-0.02,-0.02,-0.24,-0.29,0.1,0.05,-0.07,-0.25,0.37,-0.17,-0.08,-0.29,0.26,0.47,-0.14,0.33,-0.0663878,-0.0112687,-0.0415985,-0.23,0.41,-0.1,0.39,-0.06,0.39,-0.23,-0.02,-0.19,0.24,-0.34,0.19,-0.0825,0.13,-0.16,0.12,0.16,-0.29,-0.42,-0.0493077,-0.0774074,-0.18,-0.08,0.35,0,0.08,-0.32,0.21,0.07,-0.15,0.69,-0.01,0.06,-0.12,0.0572674,0.01,-0.76,0.16,0.16,0.06,0.15,0.29,0.45,0.26,0.18,0.04,-0.13,0.01,-0.49,-0.3,-0.46,-0.23,R.01.04
-0.38,0.07,0.15,0.19,-0.25,-0.76,-0.93,0.3,-0.25,0.22,0.6,0.46,0.26,0.4,-0.87,0,-0.05,0.17,-0.17,0.41,0.11,0.35,-0.0577124,-0.025414,-0.0236943,-0.0212338,-0.015375,-0.0658974,-0.00232704,-0.0191083,-0.0716352,0.0129448,-0.121242,0.111154,-0.104277,0.0572727,0.0456129,-0.0485161,0.000743243,-0.0107143,0.0569032,0.0779747,0.115,0.0275776,0.0346154,0.0552201,0.7,0.18,-0.39,0.16,0.86,0.73,0.92,0.8,0.1,-1.28,-0.98,-0.28,0.32,-0.43,-0.03,-0.87,-0.51,-1.18,0.02,0.2,0.1,-0.17,-0.12,0.21,0.26,0.16,0.09,0.27,0.28,-0.32,0.2,R.14.04
-0.07,-0.94,-0.58,-0.38,-0.24,-0.26,0.1,-0.1,-0.13,-0.2,0.01,0.44,0.04,-0.07,0.1,0.32,-0.22,-0.2,-0.1,0.38,0,0.12,-0.160448,-0.066,-0.0201471,-0.0744118,-0.0836364,-0.0833333,0.52,0.00940299,-0.13403,0.0176119,-0.123134,0.157692,-0.0977612,0.112308,0.0141538,-0.0476923,-0.0523438,-0.0119403,0.0384848,0.122537,0.169077,-0.52,0.0262121,0.148382,0.04,-0.32,-0.71,-0.32,-0.46,-0.07,0.68,0.33,0.1,0.167183,-0.46,-0.19,0.29,0.84,0.24,0.094,0.187143,-0.29,0.14,0.12,0.29,0.16,-0.06,-0.06,0.02,0.02,0.04,-0.22,0.05,-0.27,0.07,R.14.10
-0.49,-0.79,-0.3,-0.32,0.25,0.4,0.66,0.15,-0.05,-0.04,-0.07,0.0094052,-0.05,0.14,-0.43,-0.04,-0.37,-0.22,-0.37,-0.07,0.07,0.05,-0.00844961,-0.25,-0.4,-0.8,0.06,-0.36,0.12,-0.35,-0.35,-0.08,-0.41,-0.08,-0.04,-0.65,0.31,-0.33,-0.02,-0.15,0.1,0.64,0.52,0.69,0.62,1.22,0.0146209,-1.15,-1.65,-0.48,-0.41,-0.59,-0.21,-0.06,0.11,0.8,0.66,0.88,0.68,0.65,0.78,0.0720703,0.103594,2.44,0.46,0.36,-0.26,-0.75,-0.88,-0.57,-0.26,-0.06,-0.68,-0.32,0.14,0.32,0.06,R.16.01
0.5,-0.74,-0.54,-0.14,-0.14,-0.33,-0.02,-0.13,-0.07,0.21,0.32,0.12,0.17,-0.07,-0.32,-0.04,-0.11,-0.08,0.08,0.33,0.25,-0.19,-0.449677,-0.450968,-0.314194,0.0743333,0.0255172,0.134516,0.156207,0.188667,0.118276,0.0993548,-0.193929,0.0183333,-0.137241,0.0112903,0.113214,-0.0368966,0.00586207,0.0477419,0.124483,0.0313793,0.228966,0.0648485,-0.0003125,0.161212,0.37,-1.2,-0.66,-0.22,0.18,0.08,0.16,0.31,0.07,-0.22,-0.13,0.61,0.65,-0.08,0.08,0.28,0.262727,0.19,-0.81,-0.18,-0.1,0,-0.04,-0.12,-0.14,0.36,0.22,0.03,0.36,0.2,0.05,R.42.16
0.12,-0.36,-0.14,0.33,0.23,0.05,0.33,0.07,-0.1,-0.02,-0.08,-0.2,-0.28,-0.17,-0.09,-0.37,0.22,-0.200861,0.42,0.26,-0.21,-0.04,0.24,0.2,-0.57,-0.44,0.03,-0.12,0.5,-0.02,-0.01,0.03,-0.07,0.62,0.1,0.33,0.24,-0.24,-0.05,-0.07,0.21,-0.22,0.29,-0.44,-0.24,-0.28,-0.32,0.15,0.03,0.1,-0.03,-0.05,0.1,0.19,0.13,0.08,-0.09,-0.33,0.13,-0.0329412,0,0.2,-0.3,0.53,-0.35,0.16,0.47,-0.18,0.37,-0.11,-0.28,0.16,0.05,-0.07,0.13,-0.7,-0.18,R.16.01
0.51,-0.86,-0.45,0.53,0.05,0.09,0.02,0.13,0.06,-0.2,0.25,0.24,0.09,0.08,-0.1,0.0784559,-0.02,-0.13,0.01,-0.16,-0.2,-0.2,-0.8,-0.18,0.18,0.09,0.02,0.08,0,-0.17,-0.39,-0.18,-0.62,0.06,0.24,0.71,0.44,0.12,-0.0183871,-0.02,0.03,0.31,0.5,-0.24,0.08,-0.26,-0.98,-0.91,0.08,0.02,0.22,0.22,0.27,0.15,-0.15,0.29,0.07,0.11,0.3,0.0317442,0.07,0.04,0.21,0.95,0.02,0.2,0.26,0.23,0.25,0.44,-0.22,-0.38,-0.01,-0.33,-0.62,-0.74,-0.05,R.43.01.03.05
-1.12,-0.409319,0.0290476,0.4,0.08,-0.18,-0.45,-0.24,-0.03,-0.38,0.13,0.00948187,0.19,0.0046114,0.06,-0.0894271,0.37,-0.133906,0.22,0.0230928,0.24,-0.0271204,-0.72,-0.46,-0.11,-0.09,0.19,-0.04,0.59,-0.04,0.83,-0.1,0.37,-0.02,0.23,-0.18,0.12,-0.0711917,0.18,-0.04,0.04,0.42,0.27,-0.48,-0.55,-0.42,-0.52,-0.11,0.55,-0.24,0.2,-0.55,0.26,-0.25,-0.62,-1.57,0.4,0.13,-0.43,0.59,0.85,0.66,0.64,-1.49,-0.59,-0.24,0.02,0.37,0.19,0.48,0.36,0.45,0.39,-0.27,0.16,-0.08,0.26,R.12.01.01
0.81,-0.94,-0.315,-0.0719231,-0.02,-0.02,0.11,-0.31,-0.14,0.15,-0.14,0.12,-0.21,0.3,-0.37,-0.15,0.3,-0.1,-0.0507692,0.36,-0.08,0.18,-0.51,-0.53,-0.11,-0.08,0.21,-0.39,0.29,-0.3,0.65,-0.47,0.51,-0.31,0.49,-0.37,0.77,-0.155769,0.61,-0.53,0.59,0.19,1,-0.57,-0.43,-0.71,0.35,-0.87,-0.2,-0.41,-0.01,-0.31,0.09,-0.07,0.29,-0.45,0.28,0.25,0.44,0.24,0.35,-0.05,0.08,0.01,-0.45,0.22,0.13,-0.29,0.21,0.21,-0.27,0.21,0.49,-0.12,0.25,-0.75,0.17,R.20.03
-0.51,-0.4,0.15,-0.23,0.02,-0.55,-0.14,-0.34,0.09,-0.55,-0.08,0.08,0.26,-0.15,0.42,0.13,0.04,-0.03,0.36,0.63,-0.25,0.08,-0.181158,-0.105625,-0.0440415,-0.15,0.37,-0.2,0.43,-0.19,0.23,-0.08,0.05,-0.17,0.04,-0.23,-0.05,-0.0711917,-0.2,-0.11,0.18,0.4,-0.14,-0.18,0.00953608,0.154444,-0.29,-0.3,0.01,-0.45,0.29,-1,0.01,-0.38,-0.79,1.51,0.35,0.152155,-0.64,0.28,0.59,0.33,0.47,-0.81,-0.23,0.03,0.25,0.45,0.01,0.13,0.33,0.18,0.13,-0.21,0.09,-0.02,-0.33,R.12.01.01
0.138182,-0.219622,-0.241054,-0.0042328,-0.14,0.35,-0.06,-0.7,-0.05,-0.39,0.01,-0.05,-0.08,0.41,-0.14,0.32,0.25,-0.03,-0.7,0.57,0.17,0.26,0.19,0.2,-0.04,-0.45,0.33,-0.8,0.09,-0.5,-0.08,-0.08,0.09,-0.17,0.26,-0.3,0.49,-0.00328652,0.31,-0.6,0.4,0.67,1.02,-0.32,-0.37,-0.35,-0.01,0.39,0.19,-0.24,0.29,-0.33,0.1,0.13,-0.22,0.14,-0.09,-0.11,0.0228,-0.11,-0.11,-0.27,0.24,-0.13,0.08,0.01,-0.03,-0.18,-0.21,0.2,0.26,0.14,-0.13,-0.37,0.76,-0.27,-0.14,R.11.02.03.04
0.78,-0.58,-0.18,0.38,-0.63,-0.07,-0.57,-0.09,-0.23,0.36,-0.09,0.68,-0.19,0.36,-0.74,0.72,-0.49,0.29,-0.25,0.71,0.23,0.062,-0.53,-0.25,-0.05,0.6,0.27,0.1,0.75,-0.03,-0.17,-0.56,0.01,0.27,0.1,0.56,0.83,-0.47,0.45,-0.05,-0.1,-0.47,0.39,-0.93,-0.01,-0.7,-1.01,-0.48,-0.41,-0.44,0.63,0.54,0.56,0.32,-0.01,-0.09,-0.21,-0.01,0.17,0.41,0.24,-0.34,0.14,0.31,-0.31,0.12,-0.16,0.1,0.5,-0.09,-0.31,0.24,-0.31,0.38,-0.16,0.1,-0.4,R.10.03.01.01.11
-0.4,-1.03,0.06,-0.04,-0.56,-0.54,0.15,-0.56,0.05,-0.07,0.31,0.15,0.4,0.02,0.11,0.49,-0.28,-0.43,0.21,0.4,-0.01,0.17,-0.0630769,-0.0452632,-0.0325862,-0.24,0.49,-0.01,0.62,-0.08,0.37,-0.33,-0.19,-0.63,-0.35,-0.44,-0.18,-0.0249091,0.2,0.1,0.58,0.18,0.35,-0.42,0.0343103,0.0855172,-0.4,-0.44,-0.59,-0.48,-0.55,0.02,0.46,0.25,0.22,0.08,0.1,-0.1,0.22,-0.19,0.32,0.55,0.51,-0.48,-0.2,-0.07,0.03,-0.09,-0.18,-0.05,0.29,0.21,0.05,-0.03,0.33,0.03,0.19,R.01.07.01
-0.43,-0.47,0.16,0.01,-0.15,-0.42,0.33,-0.04,0.48,0.16,0.12,0.12,0.08,-0.15,0,-0.12,-0.03,-0.25,0.03,-0.17,0.33,-0.32,-0.0942857,-0.59,-0.47,-0.22,0.19,-0.02,0.31,0.08,0.51,0,-0.03,-0.05,0.25,-0.2,-0.23,-0.39,0.37,-0.05,0.66,0.19,0.21,-0.25,-0.2,-0.09,-0.04,-0.77,-0.45,-0.47,0.04,-0.36,0.17,-0.05,-0.09,0.65,0.28,0.29,0.13,0.0609091,0.41,-0.06,0.33,0.45,0.01,0.2,-0.23,-0.13,-0.53,-0.1,0.07,0.2,-0.06,-0.45,0.19,0.17,0.2,R.20.09.07
-0.86,-0.36,-0.58,-0.0818421,-0.03,-0.25,-0.15,-0.02,0.35,0.02,0.23,0.13,-0.19,0.11,-0.87,0.21,0.08,0.11,0.39,-0.19,0.05,0.03,-0.47,-0.27,0.43,0.5,0.5,0.18,-0.24,-0.5,-0.45,-0.45,-0.2,0.23,0.41,0.4,0.51,0.5,0.63,0.03,0.07,-0.59,-0.45,-0.37,-0.34,-0.07,0.2,-0.04,0.12,0.2,-0.03,0.22,-0.02,-0.08,-0.5,0.23,-0.58,-0.1,0.3,0.01,0.07,0.0566667,0.0822222,-0.1,-0.25,-0.02,-0.2,-0.1,0.1,-0.23,0.02,0.37,0.34,-0.06,0.2,-0.18,0.08,R.32.07
0.21,0.55,0.03,0,0.04,-0.66,0.27,-0.05,0.34,0.33,0.06,0.04,0.04,-0.08,0.24,-0.15,-0.17,-0.06,0.12,0.09,0.04,-0.44,-0.0663878,-0.18,0.03,0.15,-0.06,0.33,-0.14,0.21,-0.32,0.18,-0.55,0.21,-0.33,0.09,-0.38,0.34,-0.33,0.18,-0.19,0.04,-0.43,0.46,0.29,0.39,-0.64,-0.44,0.28,-0.16,0.25,-0.35,0.41,-0.26,-0.29,0.75,0.06,-0.05,0.0558633,0.09,0.41,-0.01,-0.05,-0.31,-0.37,-0.12,0,0.05,-0.24,0.04,0.3,0.36,0.12,-0.39,0.42,-0.01,0.15,R.01.04
